 250
 545.799       12            0             0
 545.802       16            0             0
 545.804       30            0             0
 545.806       10            0             0
 545.808       28            0             0
 545.81        41            0             0
 545.812       31            0             0
 545.814       11            0             0
 545.816       17            0             0
 545.818       19            0             0
 545.82        21            0             0
 545.822       55            0             0
 545.824       51            0             0
 545.826       20            0             0
 545.828       14            0             0
 545.83        27            0             0
 545.832       22            0             0
 545.834       21            0             0
 545.836       25            0             0
 545.838       14            0             0
 545.84        14            0             0
 545.842       8             0             0
 545.844       12            0             0
 545.846       16            0             0
 545.848       19            0             0
 545.85        14            0             0
 545.852       19            0             0
 545.854       6             0             0
 545.856       10            0             0
 545.858       5             0             0
 545.86        13            0             0
 545.862       12            0             0
 545.864       6             0             0
 545.866       6             0             0
 545.868       9             0             0
 545.87        19            0             0
 545.872       20            0             0
 545.874       13            0             0
 545.876       2             0             0
 545.878       3             0             0
 545.88        7             0             0
 545.882       2             0             0
 545.884       13            0             0
 545.886       8             0             0
 545.888       12            0             0
 545.89        7             0             0
 545.892       1             0             0
 545.894       2             0             0
 545.896       7             0             0
 545.898       7             0             0
 545.9         7             0             0
 545.902       6             0             0
 545.904       5             0             0
 545.906       4             0             0
 545.908       7             0             0
 545.91        3             0             0
 545.912       6             0             0
 545.914       2             0             0
 545.916       4             0             0
 545.918       7             0             0
 545.92        6             0             0
 545.922       4             0             0
 545.924       12            0             0
 545.926       9             0             0
 545.928       14            0             0
 545.93        9             0             0
 545.932       6             0             0
 545.934       8             0             0
 545.936       14            0             0
 545.938       9             0             0
 545.94        13            0             0
 545.942       4             0             0
 545.944       6             0             0
 545.946       7             0             0
 545.948       7             0             0
 545.95        6             0             0
 545.952       7             0             0
 545.954       7             0             0
 545.956       8             0             0
 545.958       10            0             0
 545.96        9             0             0
 545.962       4             0             0
 545.964       6             0             0
 545.966       8             0             0
 545.968       11            0             0
 545.97        5             0             0
 545.972       6             0             0
 545.974       7             0             0
 545.976       12            0             0
 545.978       8             0             0
 545.98        5             0             0
 545.982       3             0             0
 545.984       8             0             0
 545.986       5             0             0
 545.988       9             0             0
 545.99        6             0             0
 545.992       8             0             0
 545.994       0             0             0
 545.996       5             0             0
 545.998       6             0             0
 546           4             0             0
 546.002       21            0             0
 546.004       11            0             0
 546.006       14            0             0
 546.008       25            0             0
 546.01        14            0             0
 546.012       8             0             0
 546.014       13            0             0
 546.016       25            0             0
 546.018       35            0             0
 546.02        22            0             0
 546.022       13            0             0
 546.024       17            0             0
 546.026       22            0             0
 546.028       24            0             0
 546.03        44            0             0
 546.032       31            0             0
 546.034       43            0             0
 546.036       46            0             0
 546.038       56            0             0
 546.04        37            0             0
 546.042       40            0             0
 546.044       50            0             0
 546.046       81            0             0
 546.048       102           0             0
 546.051       132           0             0
 546.053       152           0             0
 546.055       176           0             0
 546.057       227           0             0
 546.059       277           0             0
 546.061       348           0             0
 546.063       427           0             0
 546.065       479           0             0
 546.067       581           0             0
 546.069       662           0             0
 546.071       787           0             0
 546.073       883           0             0
 546.075       980           0             0
 546.077       1081          0             0
 546.079       1173          0             0
 546.081       1258          0             0
 546.083       1334          0             0
 546.085       1422          0             0
 546.087       1494          0             0
 546.089       1550          0             0
 546.091       1616          0             0
 546.093       1651          0             0
 546.095       1664          0             0
 546.097       1709          0             0
 546.099       1691          0             0
 546.101       1691          0             0
 546.103       1677          0             0
 546.105       1619          0             0
 546.107       1545          0             0
 546.109       1484          0             0
 546.111       1411          0             0
 546.113       1322          0             0
 546.115       1242          0             0
 546.117       1162          0             0
 546.119       1065          0             0
 546.121       989           0             0
 546.123       905           0             0
 546.125       837           0             0
 546.127       733           0             0
 546.129       678           0             0
 546.131       589           0             0
 546.133       533           0             0
 546.135       477           0             0
 546.137       424           0             0
 546.139       400           0             0
 546.141       361           0             0
 546.143       318           0             0
 546.145       291           0             0
 546.147       266           0             0
 546.149       251           0             0
 546.151       230           0             0
 546.153       203           0             0
 546.155       192           0             0
 546.157       161           0             0
 546.159       169           0             0
 546.161       149           0             0
 546.163       138           0             0
 546.165       135           0             0
 546.167       114           0             0
 546.169       127           0             0
 546.171       111           0             0
 546.173       113           0             0
 546.175       105           0             0
 546.177       78            0             0
 546.179       55            0             0
 546.181       66            0             0
 546.183       38            0             0
 546.185       56            0             0
 546.187       47            0             0
 546.189       33            0             0
 546.191       18            0             0
 546.193       18            0             0
 546.195       24            0             0
 546.197       41            0             0
 546.199       29            0             0
 546.201       45            0             0
 546.203       26            0             0
 546.205       25            0             0
 546.207       25            0             0
 546.209       28            0             0
 546.211       30            0             0
 546.213       34            0             0
 546.215       38            0             0
 546.217       37            0             0
 546.219       19            0             0
 546.221       26            0             0
 546.223       38            0             0
 546.225       32            0             0
 546.227       20            0             0
 546.229       17            0             0
 546.231       17            0             0
 546.233       17            0             0
 546.235       25            0             0
 546.237       22            0             0
 546.239       29            0             0
 546.241       18            0             0
 546.243       6             0             0
 546.245       12            0             0
 546.247       25            0             0
 546.249       14            0             0
 546.251       15            0             0
 546.253       15            0             0
 546.255       32            0             0
 546.257       16            0             0
 546.259       21            0             0
 546.261       27            0             0
 546.263       16            0             0
 546.265       10            0             0
 546.267       19            0             0
 546.269       27            0             0
 546.271       21            0             0
 546.273       19            0             0
 546.275       25            0             0
 546.277       21            0             0
 546.279       17            0             0
 546.281       24            0             0
 546.283       17            0             0
 546.285       13            0             0
 546.287       31            0             0
 546.289       12            0             0
 546.291       6             0             0
 546.293       10            0             0
 546.295       19            0             0
 546.297       21            0             0
 546.299       34            0             0
