 750
 434.5         28            0             0
 434.502       30            0             0
 434.504       26            0             0
 434.506       19            0             0
 434.508       19            0             0
 434.51        19            0             0
 434.512       24            0             0
 434.514       22            0             0
 434.516       23            0             0
 434.518       24            0             0
 434.52        18            0             0
 434.522       17            0             0
 434.524       28            0             0
 434.526       22            0             0
 434.528       30            0             0
 434.53        24            0             0
 434.532       22            0             0
 434.534       25            0             0
 434.536       24            0             0
 434.538       22            0             0
 434.54        21            0             0
 434.542       25            0             0
 434.544       25            0             0
 434.546       27            0             0
 434.548       32            0             0
 434.55        35            0             0
 434.552       31            0             0
 434.554       23            0             0
 434.556       24            0             0
 434.558       21            0             0
 434.56        22            0             0
 434.562       21            0             0
 434.564       23            0             0
 434.566       23            0             0
 434.568       23            0             0
 434.57        24            0             0
 434.572       24            0             0
 434.574       21            0             0
 434.576       31            0             0
 434.578       23            0             0
 434.58        21            0             0
 434.582       16            0             0
 434.584       21            0             0
 434.586       24            0             0
 434.588       19            0             0
 434.59        21            0             0
 434.592       28            0             0
 434.594       27            0             0
 434.596       22            0             0
 434.598       31            0             0
 434.6         30            0             0
 434.602       29            0             0
 434.604       29            0             0
 434.606       29            0             0
 434.608       33            0             0
 434.61        21            0             0
 434.612       20            0             0
 434.614       13            0             0
 434.616       17            0             0
 434.618       17            0             0
 434.62        14            0             0
 434.622       16            0             0
 434.624       16            0             0
 434.626       15            0             0
 434.628       13            0             0
 434.63        12            0             0
 434.632       13            0             0
 434.634       15            0             0
 434.636       18            0             0
 434.638       23            0             0
 434.64        20            0             0
 434.642       23            0             0
 434.644       21            0             0
 434.646       25            0             0
 434.648       18            0             0
 434.65        21            0             0
 434.652       21            0             0
 434.654       20            0             0
 434.656       13            0             0
 434.658       17            0             0
 434.66        19            0             0
 434.662       21            0             0
 434.664       23            0             0
 434.666       23            0             0
 434.668       23            0             0
 434.67        27            0             0
 434.672       28            0             0
 434.674       31            0             0
 434.676       42            0             0
 434.678       33            0             0
 434.68        26            0             0
 434.682       21            0             0
 434.684       20            0             0
 434.686       23            0             0
 434.688       29            0             0
 434.69        25            0             0
 434.692       21            0             0
 434.694       25            0             0
 434.696       26            0             0
 434.698       27            0             0
 434.7         28            0             0
 434.702       24            0             0
 434.704       27            0             0
 434.706       23            0             0
 434.708       26            0             0
 434.71        25            0             0
 434.712       35            0             0
 434.714       26            0             0
 434.716       27            0             0
 434.718       25            0             0
 434.72        23            0             0
 434.722       23            0             0
 434.724       26            0             0
 434.726       30            0             0
 434.728       26            0             0
 434.73        27            0             0
 434.732       25            0             0
 434.734       28            0             0
 434.736       29            0             0
 434.738       27            0             0
 434.74        23            0             0
 434.742       28            0             0
 434.744       26            0             0
 434.746       29            0             0
 434.748       25            0             0
 434.75        30            0             0
 434.752       29            0             0
 434.754       30            0             0
 434.756       36            0             0
 434.758       32            0             0
 434.76        34            0             0
 434.762       34            0             0
 434.764       35            0             0
 434.766       40            0             0
 434.768       35            0             0
 434.77        37            0             0
 434.772       38            0             0
 434.774       37            0             0
 434.776       41            0             0
 434.778       40            0             0
 434.78        31            0             0
 434.782       29            0             0
 434.784       31            0             0
 434.786       34            0             0
 434.788       34            0             0
 434.79        36            0             0
 434.792       40            0             0
 434.794       42            0             0
 434.796       40            0             0
 434.798       35            0             0
 434.8         45            0             0
 434.802       47            0             0
 434.804       45            0             0
 434.806       44            0             0
 434.808       44            0             0
 434.81        44            0             0
 434.812       54            0             0
 434.814       57            0             0
 434.816       56            0             0
 434.818       61            0             0
 434.82        64            0             0
 434.822       62            0             0
 434.824       67            0             0
 434.826       65            0             0
 434.828       67            0             0
 434.83        69            0             0
 434.832       70            0             0
 434.834       83            0             0
 434.836       80            0             0
 434.838       83            0             0
 434.84        90            0             0
 434.842       95            0             0
 434.844       92            0             0
 434.846       101           0             0
 434.848       101           0             0
 434.85        104           0             0
 434.852       111           0             0
 434.854       109           0             0
 434.856       114           0             0
 434.858       120           0             0
 434.86        115           0             0
 434.862       114           0             0
 434.864       120           0             0
 434.866       121           0             0
 434.868       120           0             0
 434.87        114           0             0
 434.872       118           0             0
 434.874       120           0             0
 434.876       119           0             0
 434.878       117           0             0
 434.88        116           0             0
 434.882       111           0             0
 434.884       112           0             0
 434.886       106           0             0
 434.888       107           0             0
 434.89        110           0             0
 434.892       111           0             0
 434.894       108           0             0
 434.896       98            0             0
 434.898       96            0             0
 434.9         98            0             0
 434.902       96            0             0
 434.904       91            0             0
 434.906       87            0             0
 434.908       83            0             0
 434.91        83            0             0
 434.912       75            0             0
 434.914       76            0             0
 434.916       73            0             0
 434.918       72            0             0
 434.92        72            0             0
 434.922       71            0             0
 434.924       64            0             0
 434.926       61            0             0
 434.928       58            0             0
 434.93        56            0             0
 434.932       60            0             0
 434.934       53            0             0
 434.936       54            0             0
 434.938       51            0             0
 434.94        57            0             0
 434.942       51            0             0
 434.944       50            0             0
 434.946       47            0             0
 434.948       46            0             0
 434.95        47            0             0
